Sum of all the s values of a10by10system. Rows are runs
100, 43, 40, 38, 38, 44, 40, 35, 34, 38, 38, 38, 36, 36, 40, 36, 34, 41, 49, 39, 39, 38, 44, 44, 42, 44, 44, 43, 47, 40, 44, 35, 42, 42, 47, 45, 42, 44, 38, 39, 37
100, 37, 42, 40, 40, 39, 42, 46, 42, 41, 45, 44, 42, 42, 40, 39, 33, 40, 40, 38, 38, 35, 43, 40, 40, 37, 36, 39, 39, 34, 34, 36, 32, 40, 39, 40, 40, 47, 43, 32, 42
100, 45, 41, 41, 48, 38, 40, 39, 47, 38, 34, 39, 41, 41, 39, 37, 39, 38, 38, 38, 35, 29, 31, 32, 36, 31, 36, 36, 40, 44, 44, 39, 40, 46, 44, 42, 43, 43, 51, 43, 41
100, 39, 43, 43, 44, 41, 40, 40, 43, 36, 40, 40, 41, 36, 33, 43, 41, 37, 36, 33, 35, 37, 42, 39, 40, 39, 39, 36, 40, 33, 33, 38, 32, 43, 43, 42, 40, 44, 39, 45, 37
100, 42, 37, 42, 44, 46, 45, 42, 44, 46, 42, 33, 41, 41, 42, 45, 49, 43, 43, 38, 42, 40, 39, 43, 42, 40, 39, 37, 40, 40, 51, 44, 39, 42, 39, 39, 44, 41, 40, 36, 40
100, 45, 51, 44, 36, 33, 34, 35, 35, 38, 36, 32, 37, 34, 39, 39, 38, 42, 46, 40, 41, 38, 35, 37, 37, 36, 38, 37, 40, 37, 40, 38, 37, 36, 41, 40, 37, 37, 38, 39, 39
100, 39, 33, 43, 42, 34, 38, 35, 36, 39, 30, 33, 45, 44, 33, 33, 40, 41, 38, 45, 40, 39, 38, 40, 39, 41, 41, 40, 43, 39, 42, 38, 42, 37, 38, 45, 38, 44, 41, 44, 47
100, 46, 42, 45, 45, 43, 34, 40, 45, 40, 45, 44, 41, 47, 42, 37, 39, 39, 43, 47, 38, 49, 38, 36, 41, 43, 37, 39, 41, 41, 41, 45, 41, 46, 35, 40, 38, 39, 38, 38, 38
100, 43, 44, 46, 36, 33, 40, 36, 45, 39, 39, 40, 39, 41, 46, 42, 36, 39, 37, 36, 43, 40, 45, 46, 45, 57, 45, 49, 41, 35, 42, 37, 40, 44, 34, 38, 37, 40, 48, 42, 45
100, 44, 44, 42, 38, 38, 41, 42, 39, 43, 39, 45, 38, 42, 46, 41, 40, 37, 42, 46, 40, 44, 42, 41, 35, 38, 39, 38, 37, 37, 38, 43, 33, 36, 34, 32, 30, 33, 33, 35, 30
100, 42, 42, 43, 48, 42, 42, 45, 41, 42, 38, 40, 42, 40, 38, 44, 44, 40, 42, 44, 45, 41, 35, 41, 40, 39, 42, 42, 38, 41, 36, 36, 43, 42, 37, 36, 40, 36, 43, 36, 37
100, 41, 46, 38, 39, 38, 41, 40, 39, 42, 39, 43, 34, 39, 34, 32, 30, 36, 28, 28, 31, 38, 40, 41, 34, 38, 41, 43, 36, 39, 37, 38, 37, 41, 38, 42, 48, 43, 43, 35, 37
100, 41, 39, 39, 40, 40, 40, 49, 46, 44, 46, 45, 49, 41, 44, 45, 47, 42, 48, 46, 43, 48, 41, 42, 45, 39, 42, 44, 40, 51, 44, 44, 49, 42, 35, 42, 47, 46, 42, 42, 44
100, 47, 47, 42, 44, 50, 49, 42, 48, 50, 45, 48, 42, 38, 41, 40, 36, 39, 35, 37, 40, 36, 35, 35, 37, 41, 44, 37, 41, 36, 31, 34, 40, 39, 42, 38, 44, 40, 38, 38, 37
100, 42, 44, 42, 38, 38, 43, 40, 39, 39, 36, 42, 44, 44, 42, 41, 45, 40, 49, 49, 43, 37, 39, 36, 44, 43, 38, 38, 41, 41, 44, 45, 46, 43, 46, 41, 52, 38, 45, 49, 45
100, 44, 45, 41, 37, 32, 33, 33, 35, 36, 39, 44, 54, 43, 45, 45, 42, 40, 41, 40, 39, 42, 45, 45, 41, 39, 38, 41, 42, 41, 39, 36, 36, 44, 43, 37, 42, 46, 41, 45, 45
100, 46, 41, 38, 41, 43, 35, 39, 40, 39, 38, 40, 43, 48, 44, 40, 45, 39, 39, 43, 42, 45, 41, 44, 43, 44, 44, 40, 45, 48, 44, 41, 44, 38, 37, 33, 36, 43, 37, 36, 43
100, 44, 40, 32, 36, 34, 36, 31, 42, 38, 37, 42, 39, 48, 41, 45, 35, 45, 43, 45, 40, 39, 40, 36, 40, 41, 39, 40, 38, 40, 42, 40, 41, 42, 37, 40, 35, 44, 43, 45, 40
100, 47, 45, 44, 38, 46, 35, 42, 44, 42, 41, 46, 43, 37, 50, 34, 44, 41, 40, 40, 40, 38, 38, 37, 39, 39, 42, 38, 37, 36, 39, 39, 37, 39, 41, 39, 41, 43, 39, 37, 35
100, 42, 39, 43, 41, 42, 44, 43, 40, 39, 37, 40, 38, 35, 38, 37, 39, 40, 36, 39, 37, 42, 48, 45, 40, 36, 37, 43, 43, 42, 41, 41, 47, 40, 45, 42, 41, 38, 40, 45, 37
100, 40, 40, 41, 39, 39, 41, 41, 37, 40, 48, 43, 44, 39, 39, 40, 39, 36, 38, 46, 40, 44, 40, 42, 43, 38, 42, 39, 35, 35, 35, 38, 36, 42, 47, 40, 37, 33, 34, 33, 42
100, 40, 39, 44, 43, 37, 40, 38, 41, 38, 38, 37, 38, 37, 39, 45, 43, 36, 40, 41, 41, 42, 39, 40, 35, 37, 37, 36, 42, 42, 43, 47, 42, 45, 42, 41, 43, 35, 40, 35, 36
100, 44, 36, 38, 42, 36, 46, 44, 36, 38, 42, 42, 39, 39, 43, 40, 47, 39, 34, 37, 39, 41, 40, 42, 40, 38, 45, 42, 38, 44, 41, 40, 42, 42, 39, 39, 45, 43, 40, 40, 39
100, 45, 41, 46, 41, 39, 44, 36, 41, 36, 38, 41, 42, 45, 41, 43, 37, 36, 36, 38, 44, 49, 41, 41, 46, 37, 46, 40, 44, 34, 32, 34, 39, 42, 39, 41, 39, 43, 43, 40, 44
100, 46, 44, 38, 41, 40, 36, 38, 43, 37, 41, 40, 35, 35, 34, 35, 31, 39, 34, 42, 34, 37, 35, 38, 37, 37, 38, 39, 33, 36, 36, 40, 39, 44, 39, 38, 40, 41, 45, 36, 34
100, 42, 44, 44, 48, 44, 36, 46, 42, 40, 39, 44, 42, 42, 43, 41, 45, 38, 41, 41, 42, 36, 36, 37, 34, 43, 40, 43, 43, 43, 47, 43, 43, 47, 49, 44, 44, 44, 44, 41, 40
100, 46, 40, 45, 47, 39, 41, 45, 43, 37, 44, 39, 39, 35, 40, 47, 43, 41, 38, 39, 41, 39, 46, 45, 46, 40, 42, 41, 36, 42, 42, 45, 41, 44, 46, 44, 47, 42, 43, 45, 47
100, 51, 41, 40, 40, 39, 37, 44, 40, 37, 42, 40, 39, 32, 41, 34, 36, 32, 45, 38, 42, 41, 44, 40, 41, 42, 48, 37, 43, 45, 42, 45, 39, 42, 40, 46, 50, 45, 44, 35, 36
100, 40, 38, 38, 38, 40, 39, 35, 32, 35, 41, 33, 35, 36, 38, 41, 33, 40, 45, 39, 38, 48, 40, 44, 39, 37, 39, 46, 49, 46, 45, 41, 46, 47, 46, 44, 45, 49, 50, 44, 45
100, 39, 47, 35, 41, 42, 47, 46, 43, 43, 42, 40, 39, 45, 42, 38, 42, 35, 44, 41, 43, 40, 43, 44, 51, 44, 46, 39, 37, 41, 41, 41, 37, 36, 37, 43, 40, 37, 36, 42, 37
100, 44, 40, 46, 46, 45, 45, 43, 41, 41, 43, 41, 39, 36, 40, 38, 36, 39, 43, 40, 40, 35, 38, 37, 38, 40, 35, 37, 41, 42, 43, 48, 42, 46, 39, 38, 41, 41, 45, 40, 44
